contentid;pagetitle;tmplvarid;value
7532343;NV1-F-2R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532343;NV1-F-2R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532343;NV1-F-2R-S;123;2KF-V2K-SS
7532343;NV1-F-2R-S;126;2KF-V2K-SS
7532343;NV1-F-2R-S;127;H-310U-SS-R-K-1/8-RS
7532343;NV1-F-2R-S;128;
7532344;NV2-F-2N-S;6;assets/images/NV_F_s100.jpg
7532344;NV2-F-2N-S;16;"NPT 1/8"""
7532344;NV2-F-2N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532344;NV2-F-2N-S;18;"{""18"":""0,37"",""25"":""4,3""}"
7532344;NV2-F-2N-S;21;"NPT 1/8"" внутр."
7532344;NV2-F-2N-S;71;"от -54&#176;C до 93&#176;C"
7532344;NV2-F-2N-S;82;PTFE (стандарт)
7532344;NV2-F-2N-S;83;S
7532344;NV2-F-2N-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532344;NV2-F-2N-S;91;SS-1KM4
7532344;NV2-F-2N-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532344;NV2-F-2N-S;96;С мягким уплотнителем Kel-F
7532344;NV2-F-2N-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532344;NV2-F-2N-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532344;NV2-F-2N-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532344;NV2-F-2N-S;123;2F-V4K-SS
7532344;NV2-F-2N-S;126;2F-V4K-SS
7532344;NV2-F-2N-S;127;H-310U-SS-N-K-1/8-RS
7532344;NV2-F-2N-S;128;
7532345;NV2-F-2R-S;6;assets/images/NV_F_s100.jpg
7532345;NV2-F-2R-S;16;"RT 1/8"""
7532345;NV2-F-2R-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532345;NV2-F-2R-S;18;"{""18"":""0,37"",""25"":""4,3""}"
7532345;NV2-F-2R-S;21;"RT 1/8"" внутр."
7532345;NV2-F-2R-S;71;"от -54&#176;C до 93&#176;C"
7532345;NV2-F-2R-S;82;PTFE (стандарт)
7532345;NV2-F-2R-S;83;S
7532345;NV2-F-2R-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532345;NV2-F-2R-S;91;SS-1KM2RT
7532345;NV2-F-2R-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532345;NV2-F-2R-S;96;С мягким уплотнителем Kel-F
7532345;NV2-F-2R-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532345;NV2-F-2R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532345;NV2-F-2R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532345;NV2-F-2R-S;123;2KF-V4K-SS
7532345;NV2-F-2R-S;126;2KF-V4K-SS
7532345;NV2-F-2R-S;127;H-310U-SS-R-K-1/8-RS
7532345;NV2-F-2R-S;128;
7532346;NV3-F-4N-S;6;assets/images/NV_F_s100.jpg
7532346;NV3-F-4N-S;16;"NPT 1/4"""
7532346;NV3-F-4N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532346;NV3-F-4N-S;18;"{""18"":""0,73"",""25"":""6,3""}"
7532346;NV3-F-4N-S;21;"NPT 1/4"" внутр."
7532346;NV3-F-4N-S;71;"от -54&#176;C до 93&#176;C"
7532346;NV3-F-4N-S;82;PTFE (стандарт)
7532346;NV3-F-4N-S;83;S
7532346;NV3-F-4N-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532346;NV3-F-4N-S;91;SS-18KS12M
7532346;NV3-F-4N-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532346;NV3-F-4N-S;96;С мягким уплотнителем Kel-F
7532346;NV3-F-4N-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532346;NV3-F-4N-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532346;NV3-F-4N-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532346;NV3-F-4N-S;123;4F-V6K-SS
7532346;NV3-F-4N-S;126;4F-V6K-SS
7532346;NV3-F-4N-S;127;H-310U-SS-N-K-1/4-RS
7532346;NV3-F-4N-S;128;
7532347;NV3-F-4R-S;6;assets/images/NV_F_s100.jpg
7532347;NV3-F-4R-S;16;"RT 1/4"""
7532347;NV3-F-4R-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532347;NV3-F-4R-S;18;"{""18"":""0,73"",""25"":""6,3""}"
7532347;NV3-F-4R-S;21;"RT 1/4"" внутр."
7532347;NV3-F-4R-S;71;"от -54&#176;C до 93&#176;C"
7532347;NV3-F-4R-S;82;PTFE (стандарт)
7532347;NV3-F-4R-S;83;S
7532347;NV3-F-4R-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532347;NV3-F-4R-S;91;SS-18KS14MRT
7532347;NV3-F-4R-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532347;NV3-F-4R-S;96;С мягким уплотнителем Kel-F
7532347;NV3-F-4R-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532347;NV3-F-4R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532347;NV3-F-4R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532347;NV3-F-4R-S;123;4KF-V6K-SS
7532347;NV3-F-4R-S;126;4KF-V6K-SS
7532347;NV3-F-4R-S;127;H-310U-SS-R-K-1/4-RS
7532347;NV3-F-4R-S;128;
7532348;NV4-F-6N-S;6;assets/images/NV_F_s100.jpg
7532348;NV4-F-6N-S;16;"NPT 3/8"""
7532348;NV4-F-6N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532348;NV4-F-6N-S;18;"{""18"":""1,8"",""25"":""9,5""}"
7532348;NV4-F-6N-S;21;"NPT 3/8"" внутр."
7532348;NV4-F-6N-S;71;"от -54&#176;C до 93&#176;C"
7532348;NV4-F-6N-S;82;PTFE (стандарт)
7532348;NV4-F-6N-S;83;S
7532348;NV4-F-6N-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532348;NV4-F-6N-S;91;SS-18RS14
7532348;NV4-F-6N-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532348;NV4-F-6N-S;96;С мягким уплотнителем Kel-F
7532348;NV4-F-6N-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532348;NV4-F-6N-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532348;NV4-F-6N-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532348;NV4-F-6N-S;123;6F-V8K-SS
7532348;NV4-F-6N-S;126;6F-V8K-SS
7532348;NV4-F-6N-S;127;H-310U-SS-N-K-3/8-RS
7532348;NV4-F-6N-S;128;
7532349;NV4-F-6R-S;6;assets/images/NV_F_s100.jpg
7532349;NV4-F-6R-S;16;"RT 3/8"""
7532349;NV4-F-6R-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532349;NV4-F-6R-S;18;"{""18"":""1,8"",""25"":""9,5""}"
7532349;NV4-F-6R-S;21;"RT 3/8"" внутр."
7532349;NV4-F-6R-S;71;"от -54&#176;C до 93&#176;C"
7532349;NV4-F-6R-S;82;PTFE (стандарт)
7532349;NV4-F-6R-S;83;S
7532349;NV4-F-6R-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532349;NV4-F-6R-S;91;SS-18RS18RT
7532349;NV4-F-6R-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532349;NV4-F-6R-S;96;С мягким уплотнителем Kel-F
7532349;NV4-F-6R-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532349;NV4-F-6R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532349;NV4-F-6R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532349;NV4-F-6R-S;123;6KF-V8K-SS
7532349;NV4-F-6R-S;126;6KF-V8K-SS
7532349;NV4-F-6R-S;127;H-310U-SS-R-K-3/8-RS
7532349;NV4-F-6R-S;128;
7532350;NV4-F-8N-S;6;assets/images/NV_F_s100.jpg
7532350;NV4-F-8N-S;16;"NPT 1/2"""
7532350;NV4-F-8N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532350;NV4-F-8N-S;18;"{""18"":""1,8"",""25"":""9,5""}"
7532350;NV4-F-8N-S;21;"NPT 1/2"" внутр."
7532350;NV4-F-8N-S;71;"от -54&#176;C до 93&#176;C"
7532350;NV4-F-8N-S;82;PTFE (стандарт)
7532350;NV4-F-8N-S;83;S
7532350;NV4-F-8N-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532350;NV4-F-8N-S;91;SS-18RS12
7532350;NV4-F-8N-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532350;NV4-F-8N-S;96;С мягким уплотнителем Kel-F
7532350;NV4-F-8N-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532350;NV4-F-8N-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532350;NV4-F-8N-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532350;NV4-F-8N-S;123;8F-V8K-SS
7532350;NV4-F-8N-S;126;8F-V8K-SS
7532350;NV4-F-8N-S;127;H-310U-SS-N-K-1/2-RS
7532350;NV4-F-8N-S;128;
7532351;NV4-F-8R-S;6;assets/images/NV_F_s100.jpg
7532351;NV4-F-8R-S;16;"RT 1/2"""
7532351;NV4-F-8R-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532351;NV4-F-8R-S;18;"{""18"":""1,8"",""25"":""9,5""}"
7532351;NV4-F-8R-S;21;"RT 1/2"" внутр."
7532351;NV4-F-8R-S;71;"от -54&#176;C до 93&#176;C"
7532351;NV4-F-8R-S;82;PTFE (стандарт)
7532351;NV4-F-8R-S;83;S
7532351;NV4-F-8R-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532351;NV4-F-8R-S;91;SS-18RS14RT
7532351;NV4-F-8R-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532351;NV4-F-8R-S;96;С мягким уплотнителем Kel-F
7532351;NV4-F-8R-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532351;NV4-F-8R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532351;NV4-F-8R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532351;NV4-F-8R-S;123;8KF-V8K-SS
7532351;NV4-F-8R-S;126;8KF-V8K-SS
7532351;NV4-F-8R-S;127;H-310U-SS-R-K-1/2-RS
7532351;NV4-F-8R-S;128;
7532352;NV2-F-2G-S;6;assets/images/NV_F_s100.jpg
7532352;NV2-F-2G-S;16;"G 1/8"""
7532352;NV2-F-2G-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532352;NV2-F-2G-S;18;"{""18"":""0,37"",""25"":""4,3""}"
7532352;NV2-F-2G-S;21;"G 1/8"" внутр."
7532352;NV2-F-2G-S;71;"от -54&#176;C до 93&#176;C"
7532352;NV2-F-2G-S;82;PTFE (стандарт)
7532352;NV2-F-2G-S;83;S
7532352;NV2-F-2G-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532352;NV2-F-2G-S;91;SS-1KM2
7532352;NV2-F-2G-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532352;NV2-F-2G-S;96;С мягким уплотнителем Kel-F
7532352;NV2-F-2G-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532352;NV2-F-2G-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532352;NV2-F-2G-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532352;NV2-F-2G-S;127;H-310U-SS-G-K-1/8-RS
7532352;NV2-F-2G-S;128;
7532353;NV3-F-4G-S;6;assets/images/NV_F_s100.jpg
7532353;NV3-F-4G-S;16;"G 1/4"""
7532353;NV3-F-4G-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532353;NV3-F-4G-S;18;"{""18"":""0,73"",""25"":""6,3""}"
7532353;NV3-F-4G-S;21;"G 1/4"" внутр."
7532353;NV3-F-4G-S;71;"от -54&#176;C до 93&#176;C"
7532353;NV3-F-4G-S;82;PTFE (стандарт)
7532353;NV3-F-4G-S;83;S
7532353;NV3-F-4G-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532353;NV3-F-4G-S;91;SS-18KF8
7532353;NV3-F-4G-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532353;NV3-F-4G-S;96;С мягким уплотнителем Kel-F
7532353;NV3-F-4G-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532353;NV3-F-4G-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532353;NV3-F-4G-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532353;NV3-F-4G-S;127;H-310U-SS-G-K-1/4-RS
7532353;NV3-F-4G-S;128;
7532354;NV4-F-8G-S;6;assets/images/NV_F_s100.jpg
7532354;NV4-F-8G-S;16;"G 1/2"""
7532354;NV4-F-8G-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532354;NV4-F-8G-S;18;"{""18"":""1,8"",""25"":""9,5""}"
7532354;NV4-F-8G-S;21;"G 1/2"" внутр."
7532354;NV4-F-8G-S;71;"от -54&#176;C до 93&#176;C"
7532354;NV4-F-8G-S;82;PTFE (стандарт)
7532354;NV4-F-8G-S;83;S
7532354;NV4-F-8G-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532354;NV4-F-8G-S;91;SS-18RS8
7532354;NV4-F-8G-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532354;NV4-F-8G-S;96;С мягким уплотнителем Kel-F
7532354;NV4-F-8G-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532354;NV4-F-8G-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532354;NV4-F-8G-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532354;NV4-F-8G-S;127;H-310U-SS-G-K-1/2-RS
7532354;NV4-F-8G-S;128;
7532355;NV4-F-12G-S;6;assets/images/NV_F_s100.jpg
7532355;NV4-F-12G-S;16;"G 3/4"""
7532355;NV4-F-12G-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532355;NV4-F-12G-S;18;"{""18"":""1,8"",""25"":""9,5""}"
7532355;NV4-F-12G-S;21;"G 3/4"" внутр."
7532355;NV4-F-12G-S;71;"от -54&#176;C до 93&#176;C"
7532355;NV4-F-12G-S;82;PTFE (стандарт)
7532355;NV4-F-12G-S;83;S
7532355;NV4-F-12G-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532355;NV4-F-12G-S;91;SS-18RS12
7532355;NV4-F-12G-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532355;NV4-F-12G-S;96;С мягким уплотнителем Kel-F
7532355;NV4-F-12G-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532355;NV4-F-12G-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532355;NV4-F-12G-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532355;NV4-F-12G-S;127;H-310U-SS-G-K-3/4-RS
7532355;NV4-F-12G-S;128;
7532356;NV1-M-2N-S;6;assets/images/NV_M_s100.jpg
7532356;NV1-M-2N-S;16;"NPT 1/8"""
7532356;NV1-M-2N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532356;NV1-M-2N-S;18;"{""18"":""0,09"",""25"":""2""}"
7532356;NV1-M-2N-S;21;"NPT 1/8"" наруж."
7532356;NV1-M-2N-S;71;"от -54&#176;C до 93&#176;C"
7532356;NV1-M-2N-S;82;PTFE (стандарт)
7532356;NV1-M-2N-S;83;S
7532356;NV1-M-2N-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532356;NV1-M-2N-S;91;SS-1RF2
7532356;NV1-M-2N-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532356;NV1-M-2N-S;96;С мягким уплотнителем Kel-F
7532356;NV1-M-2N-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532356;NV1-M-2N-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532356;NV1-M-2N-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532356;NV1-M-2N-S;123;2M-V2K-SS
7532356;NV1-M-2N-S;126;2M-V2K-SS
7532356;NV1-M-2N-S;127;H-380U-SS-N-K-1/8-RS
7532356;NV1-M-2N-S;128;
7532357;NV1-M-2R-S;6;assets/images/NV_M_s100.jpg
7532357;NV1-M-2R-S;16;"RT 1/8"""
7532357;NV1-M-2R-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532357;NV1-M-2R-S;18;"{""18"":""0,09"",""25"":""2""}"
7532357;NV1-M-2R-S;21;"RT 1/8"" наруж."
7532357;NV1-M-2R-S;71;"от -54&#176;C до 93&#176;C"
7532357;NV1-M-2R-S;82;PTFE (стандарт)
7532357;NV1-M-2R-S;83;S
7532357;NV1-M-2R-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532357;NV1-M-2R-S;91;SS-1RS6RT
7532357;NV1-M-2R-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532357;NV1-M-2R-S;96;С мягким уплотнителем Kel-F
7532357;NV1-M-2R-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532357;NV1-M-2R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532357;NV1-M-2R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532357;NV1-M-2R-S;123;2KM-V2K-SS
7532357;NV1-M-2R-S;126;2KM-V2K-SS
7532357;NV1-M-2R-S;127;H-380U-SS-R-K-1/8-RS
7532357;NV1-M-2R-S;128;
7532358;NV2-M-2N-S;6;assets/images/NV_M_s100.jpg
7532358;NV2-M-2N-S;16;"NPT 1/8"""
7532358;NV2-M-2N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532358;NV2-M-2N-S;18;"{""18"":""0,37"",""25"":""4,3""}"
7532358;NV2-M-2N-S;21;"NPT 1/8"" наруж."
7532358;NV2-M-2N-S;71;"от -54&#176;C до 93&#176;C"
7532358;NV2-M-2N-S;82;PTFE (стандарт)
7532358;NV2-M-2N-S;83;S
7532358;NV2-M-2N-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532358;NV2-M-2N-S;91;SS-1RM4
7532358;NV2-M-2N-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532358;NV2-M-2N-S;96;С мягким уплотнителем Kel-F
7532358;NV2-M-2N-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532358;NV2-M-2N-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532358;NV2-M-2N-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532358;NV2-M-2N-S;123;2M-V4K-SS
7532358;NV2-M-2N-S;126;2M-V4K-SS
7532358;NV2-M-2N-S;127;H-380U-SS-N-K-1/8-RS
7532358;NV2-M-2N-S;128;
7532359;NV2-M-2R-S;6;assets/images/NV_M_s100.jpg
7532359;NV2-M-2R-S;16;"RT 1/8"""
7532359;NV2-M-2R-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532359;NV2-M-2R-S;18;"{""18"":""0,37"",""25"":""4,3""}"
7532359;NV2-M-2R-S;21;"RT 1/8"" наруж."
7532359;NV2-M-2R-S;71;"от -54&#176;C до 93&#176;C"
7532359;NV2-M-2R-S;82;PTFE (стандарт)
7532359;NV2-M-2R-S;83;S
7532359;NV2-M-2R-S;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532359;NV2-M-2R-S;91;SS-1VM6RT
7532359;NV2-M-2R-S;95;"S-С мягким уплотнителем<br><img src=""assets/images/NV-needle-S.jpg"">"
7532359;NV2-M-2R-S;96;С мягким уплотнителем Kel-F
7532359;NV2-M-2R-S;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532359;NV2-M-2R-S;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532359;NV2-M-2R-S;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532359;NV2-M-2R-S;123;2KM-V4K-SS
7532359;NV2-M-2R-S;126;2KM-V4K-SS
7532359;NV2-M-2R-S;127;H-380U-SS-R-K-1/8-RS
7532359;NV2-M-2R-S;128;
7532360;NV2-M-4N-S;6;assets/images/NV_M_s100.jpg
7532360;NV2-M-4N-S;16;"NPT 1/4"""
7532360;NV2-M-4N-S;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532360;NV2-M-4N-S;18;"{""18"":""0,37"",""25"":""4,3""}"
7532360;NV2-M-4N-S;21;"NPT 1/4"" наруж."
7532360;NV2-M-4N-S;71;"от -54&#176;C до 93&#176;C"
7532360;NV2-M-4N-S;82;PTFE (стандарт)
7532360;NV2-M-4N-S;83;S
